"ROUTE","TAXON","SOURCE_URL","AUTHOR","LICENSE","ATTRIBUTION_REQUIRED","TAXON_CONFIDENCE","USAGE_ALLOWED","LOCAL_TARGET","STATUS"
"/plantes/monstera/mint","SEE_ROUTE","OWNER_PHOTOGRAPHY_REQUIRED","Owner/Tibaldo à confirmer","OWNER_RIGHTS_CONFIRMATION_REQUIRED","OWNER_DECISION","REQUIRES_LABEL_AND_SPECIMEN","NOT_YET","TO_DEFINE","DO_NOT_DEPLOY — Feuille mature entière + détail de panachure"
"/plantes/monstera/adansonii","SEE_ROUTE","OWNER_PHOTOGRAPHY_REQUIRED","Owner/Tibaldo à confirmer","OWNER_RIGHTS_CONFIRMATION_REQUIRED","OWNER_DECISION","REQUIRES_LABEL_AND_SPECIMEN","NOT_YET","TO_DEFINE","DO_NOT_DEPLOY — Port grimpant + feuille adulte fenêtrée"
"/plantes/epipremnum/marble-queen","SEE_ROUTE","OWNER_PHOTOGRAPHY_REQUIRED","Owner/Tibaldo à confirmer","OWNER_RIGHTS_CONFIRMATION_REQUIRED","OWNER_DECISION","REQUIRES_LABEL_AND_SPECIMEN","NOT_YET","TO_DEFINE","DO_NOT_DEPLOY — Port + feuille panachée exacte du cultivar"
"/plantes/anthurium/pallidiflorum","SEE_ROUTE","OWNER_PHOTOGRAPHY_REQUIRED","Owner/Tibaldo à confirmer","OWNER_RIGHTS_CONFIRMATION_REQUIRED","OWNER_DECISION","REQUIRES_LABEL_AND_SPECIMEN","NOT_YET","TO_DEFINE","DO_NOT_DEPLOY — Feuille pendante entière + vue de la plante"
"/plantes/anthurium/delta-force","SEE_ROUTE","OWNER_PHOTOGRAPHY_REQUIRED","Owner/Tibaldo à confirmer","OWNER_RIGHTS_CONFIRMATION_REQUIRED","OWNER_DECISION","REQUIRES_LABEL_AND_SPECIMEN","NOT_YET","TO_DEFINE","DO_NOT_DEPLOY — Feuille adulte triangulaire + plante entière avec étiquette"
"/plantes/monstera/burle-marx-flame","SEE_ROUTE","OWNER_PHOTOGRAPHY_REQUIRED","Owner/Tibaldo à confirmer","OWNER_RIGHTS_CONFIRMATION_REQUIRED","OWNER_DECISION","REQUIRES_LABEL_AND_SPECIMEN","NOT_YET","TO_DEFINE","DO_NOT_DEPLOY — Sujet d’identité horticole documentée, feuille mature et étiquette"
"/plantes/anthurium/regale","SEE_ROUTE","OWNER_PHOTOGRAPHY_REQUIRED","Owner/Tibaldo à confirmer","OWNER_RIGHTS_CONFIRMATION_REQUIRED","OWNER_DECISION","REQUIRES_LABEL_AND_SPECIMEN","NOT_YET","TO_DEFINE","DO_NOT_DEPLOY — Feuille adulte entière + nervures"
"/plantes/alocasia/imperial-red","SEE_ROUTE","OWNER_PHOTOGRAPHY_REQUIRED","Owner/Tibaldo à confirmer","OWNER_RIGHTS_CONFIRMATION_REQUIRED","OWNER_DECISION","REQUIRES_LABEL_AND_SPECIMEN","NOT_YET","TO_DEFINE","DO_NOT_DEPLOY — Plante entière + revers/pétiole rouge"
"/plantes/asparagus/plumosus","SEE_ROUTE","OWNER_PHOTOGRAPHY_REQUIRED","Owner/Tibaldo à confirmer","OWNER_RIGHTS_CONFIRMATION_REQUIRED","OWNER_DECISION","REQUIRES_LABEL_AND_SPECIMEN","NOT_YET","TO_DEFINE","DO_NOT_DEPLOY — Port vaporeux entier + détail des cladodes"
"/plantes/epiphyllum/anguliger","SEE_ROUTE","OWNER_PHOTOGRAPHY_REQUIRED","Owner/Tibaldo à confirmer","OWNER_RIGHTS_CONFIRMATION_REQUIRED","OWNER_DECISION","REQUIRES_LABEL_AND_SPECIMEN","NOT_YET","TO_DEFINE","DO_NOT_DEPLOY — Port retombant + détail des tiges zigzag"
"/plantes/philodendron/gloriosum","SEE_ROUTE","OWNER_PHOTOGRAPHY_REQUIRED","Owner/Tibaldo à confirmer","OWNER_RIGHTS_CONFIRMATION_REQUIRED","OWNER_DECISION","REQUIRES_LABEL_AND_SPECIMEN","NOT_YET","TO_DEFINE","DO_NOT_DEPLOY — Port rampant + feuille veloutée adulte"
"/plantes/monstera/obliqua","SEE_ROUTE","OWNER_PHOTOGRAPHY_REQUIRED","Owner/Tibaldo à confirmer","OWNER_RIGHTS_CONFIRMATION_REQUIRED","OWNER_DECISION","REQUIRES_LABEL_AND_SPECIMEN","NOT_YET","TO_DEFINE","DO_NOT_DEPLOY — Seulement avec identité/provenance établie ; feuille adulte + étiquette"
"/plantes/strelitzia/reginae","SEE_ROUTE","OWNER_PHOTOGRAPHY_REQUIRED","Owner/Tibaldo à confirmer","OWNER_RIGHTS_CONFIRMATION_REQUIRED","OWNER_DECISION","REQUIRES_LABEL_AND_SPECIMEN","NOT_YET","TO_DEFINE","DO_NOT_DEPLOY — Port entier et, si disponible, inflorescence"
"/plantes/calathea","SEE_ROUTE","OWNER_PHOTOGRAPHY_REQUIRED","Owner/Tibaldo à confirmer","OWNER_RIGHTS_CONFIRMATION_REQUIRED","OWNER_DECISION","REQUIRES_LABEL_AND_SPECIMEN","NOT_YET","TO_DEFINE","DO_NOT_DEPLOY — Collection Goeppertia correctement identifiée pour le hub ; première priorité G. orbifolia"
